Sottoarea;Data;Vendite Previste;Mean Absolute Error;Root Mean Squared Error;Mean Squared Error;Mean Absolute Percentage Error
;23/05/2016;1,5299;0,4452;0,6422;0,4124;18,2552
;24/05/2016;3,3779;0,4451;0,6424;0,4127;18,2392
;25/05/2016;2,8103;0,4444;0,6421;0,4123;18,105
;26/05/2016;2,9067;0,4428;0,6403;0,41;18,105
;27/05/2016;4,0991;0,4431;0,6408;0,4106;18,1121
;28/05/2016;2,1927;0,4437;0,6414;0,4114;18,144
;29/05/2016;0,6188;0,4444;0,6421;0,4123;18,175
Sottoarea_11;20/05/2016;2,0832;0,2423;0,3607;0,1301;14,8665
;21/05/2016;1,3633;0,2417;0,3602;0,1297;14,8665
;22/05/2016;0,1808;0,2415;0,3602;0,1298;14,8234
;23/05/2016;0,9268;0,2418;0,3606;0,13;14,8388
;24/05/2016;1,4981;0,2416;0,3605;0,13;14,8388
;25/05/2016;1,3654;0,2419;0,3609;0,1302;14,8657
;26/05/2016;1,814;0,2413;0,3604;0,1299;14,8657
;27/05/2016;2,3667;0,2412;0,3606;0,13;14,8357
;28/05/2016;1,0533;0,2417;0,3609;0,1303;14,8636
;29/05/2016;0,1881;0,2419;0,3612;0,1305;14,883
Sottoarea_110;20/05/2016;2,0404;0,3145;0,4894;0,2396;18,9598
;21/05/2016;1,0774;0,3143;0,4895;0,2396;18,8997
;22/05/2016;0,0156;0,3144;0,4899;0,24;18,8831
;23/05/2016;0,5536;0,315;0,4904;0,2405;18,9248
;24/05/2016;1,3434;0,3151;0,4907;0,2408;18,9127
;25/05/2016;1,8593;0,3149;0,4909;0,241;18,9127
;26/05/2016;2,271;0,3142;0,4905;0,2406;18,9127
;27/05/2016;2,07;0,3141;0,4907;0,2408;18,8684
;28/05/2016;1,0518;0,3139;0,4908;0,2409;18,813
;29/05/2016;0,0356;0,3142;0,4913;0,2413;18,8415
Sottoarea_111;20/05/2016;8,7458;0,794;1,1378;1,2945;18,3876
;21/05/2016;4,5286;0,7915;1,1352;1,2887;18,2118
;22/05/2016;1,313;0,7906;1,135;1,2882;18,1183
;23/05/2016;3,3847;0,7921;1,1361;1,2907;18,155
;24/05/2016;7,6808;0,7927;1,137;1,2928;18,1593
;25/05/2016;5,6184;0,7913;1,1361;1,2908;18,0373
;26/05/2016;5,5453;0,7867;1,1291;1,2748;18,0373
;27/05/2016;9,6006;0,786;1,1291;1,2748;18,0156
;28/05/2016;3,8939;0,7838;1,127;1,2702;17,9207
;29/05/2016;1,3959;0,784;1,1277;1,2717;17,9289
Sottoarea_112;20/05/2016;2,3842;0,2504;0,3926;0,1542;15,8407
;21/05/2016;1,538;0,2498;0,3922;0,1538;15,8407
;22/05/2016;0,3005;0,2501;0,3926;0,1541;15,8584
;23/05/2016;0,8004;0,2502;0,3928;0,1543;15,8584
;24/05/2016;2,0895;0,2506;0,3932;0,1546;15,8584
;25/05/2016;1,5306;0,2511;0,3936;0,1549;15,8953
;26/05/2016;0,6264;0,2505;0,3933;0,1547;15,8953
;27/05/2016;1,4361;0,2508;0,3936;0,155;15,9064
;28/05/2016;1,1778;0,2511;0,394;0,1552;15,9209
;29/05/2016;0,056;0,2515;0,3944;0,1556;15,9572
Sottoarea_113;20/05/2016;7,7148;0,7583;1,1146;1,2423;21,947
;21/05/2016;6,051;0,7566;1,1133;1,2395;21,6449
;22/05/2016;1,803;0,7573;1,1143;1,2416;21,6498
;23/05/2016;3,2722;0,7583;1,1153;1,2439;21,6647
;24/05/2016;6,3897;0,7597;1,1164;1,2464;21,6993
;25/05/2016;6,4565;0,7592;1,1167;1,247;21,5351
;26/05/2016;7,7731;0,7577;1,1157;1,2448;21,5351
;27/05/2016;7,9975;0,7572;1,1159;1,2452;21,4724
;28/05/2016;4,5019;0,7582;1,117;1,2476;21,5087
;29/05/2016;1,5519;0,7591;1,118;1,2499;21,5312
Sottoarea_114;20/05/2016;6,9393;0,7649;1,038;1,0775;18,1204
;21/05/2016;4,2036;0,7623;1,0349;1,0711;17,9426
;22/05/2016;1,4002;0,7622;1,0353;1,0719;17,9375
;23/05/2016;3,5325;0,7626;1,036;1,0733;17,9446
;24/05/2016;5,8423;0,763;1,0368;1,0749;17,9436
;25/05/2016;6,7182;0,762;1,0363;1,0738;17,8493
;26/05/2016;5,8712;0,7593;1,0331;1,0673;17,8493
;27/05/2016;7,5036;0,7589;1,0332;1,0675;17,8346
;28/05/2016;4,4372;0,7584;1,0333;1,0677;17,8205
;29/05/2016;1,1565;0,759;1,0341;1,0694;17,8391
Sottoarea_115;20/05/2016;0,7451;0,1708;0,2521;0,0636;17,4745
;21/05/2016;0,3499;0,1704;0,2518;0,0634;17,4745
;22/05/2016;0,0144;0,1702;0,2518;0,0634;17,4745
;23/05/2016;0,6267;0,1702;0,252;0,0635;17,4745
;24/05/2016;0,1923;0,1706;0,2522;0,0636;17,4745
;25/05/2016;0,1434;0,1695;0,2504;0,0627;17,4745
;26/05/2016;0,1033;0,1686;0,2492;0,0621;17,4745
;27/05/2016;0,2286;0,1682;0,2489;0,0619;17,4745
;28/05/2016;0,0767;0,1682;0,249;0,062;17,4745
;29/05/2016;0,0144;0,1681;0,2491;0,062;17,4456
Sottoarea_116;20/05/2016;1,2055;0,1708;0,2258;0,051;11,4347
;21/05/2016;0,8481;0,1703;0,2251;0,0507;11,4347
;22/05/2016;0,4767;0,1706;0,2253;0,0508;11,4591
;23/05/2016;0,9501;0,1707;0,2255;0,0508;11,4591
;24/05/2016;1,0478;0,1704;0,2253;0,0508;11,4106
;25/05/2016;0,9804;0,1705;0,2254;0,0508;11,4048
;26/05/2016;1,3699;0,1697;0,2244;0,0503;11,4048
;27/05/2016;0,8759;0,1699;0,2246;0,0504;11,4184
;28/05/2016;0,8666;0,1698;0,2246;0,0504;11,3903
;29/05/2016;0,6367;0,1701;0,2248;0,0505;11,4075
Sottoarea_117;20/05/2016;0,427;0,1294;0,1756;0,0308;25,0745
;21/05/2016;0,0817;0,1297;0,1757;0,0309;25,0745
;22/05/2016;0,0387;0,1297;0,1758;0,0309;25,0745
;23/05/2016;0,0629;0,1299;0,176;0,031;25,0745
;24/05/2016;0,0917;0,1302;0,1762;0,031;25,0745
;25/05/2016;0,3036;0,1304;0,1764;0,0311;25,0745
;26/05/2016;0,3703;0,1305;0,1765;0,0311;25,0745
;27/05/2016;0,427;0,1307;0,1766;0,0312;25,0745
;28/05/2016;0,0167;0,1309;0,1768;0,0313;25,0745
;29/05/2016;0;0,131;0,177;0,0313;25,0745
Sottoarea_118;20/05/2016;1,6992;0,2089;0,2762;0,0763;12,9196
;21/05/2016;1,2495;0,2092;0,2764;0,0764;12,9256
;22/05/2016;0,7484;0,2089;0,2763;0,0763;12,9256
;23/05/2016;0,7379;0,2093;0,2765;0,0765;12,9511
;24/05/2016;1,4816;0,2095;0,2768;0,0766;12,9585
;25/05/2016;1,7526;0,2093;0,2768;0,0766;12,9585
;26/05/2016;1,8567;0,2085;0,2757;0,076;12,9585
;27/05/2016;1,7958;0,2086;0,2759;0,0761;12,9489
;28/05/2016;0,9783;0,2086;0,276;0,0762;12,9264
;29/05/2016;0,7903;0,2089;0,2762;0,0763;12,9406
Sottoarea_119;20/05/2016;0,2123;0,1198;0,1663;0,0277;24,095
;21/05/2016;0,0067;0,1199;0,1664;0,0277;24,095
;22/05/2016;0,0033;0,12;0,1666;0,0277;24,095
;23/05/2016;0,008;0,1201;0,1667;0,0278;24,095
;24/05/2016;0,4433;0,1203;0,1669;0,0279;24,095
;25/05/2016;0,4798;0,1205;0,167;0,0279;24,095
;26/05/2016;0,6033;0,1206;0,1672;0,0279;24,095
;27/05/2016;0,5119;0,1203;0,167;0,0279;24,095
;28/05/2016;0,0033;0,1203;0,167;0,0279;24,095
;29/05/2016;0;0,1203;0,1671;0,0279;24,095
Sottoarea_12;20/05/2016;1,731;0,3429;0,5039;0,2539;18,3461
;21/05/2016;2,2679;0,3423;0,5036;0,2536;18,3461
;22/05/2016;0,3849;0,3428;0,5041;0,2541;18,3708
;23/05/2016;0,5268;0,3432;0,5045;0,2545;18,3725
;24/05/2016;2,4971;0,3435;0,505;0,255;18,3725
;25/05/2016;2,6091;0,3437;0,5054;0,2554;18,3585
;26/05/2016;2,6056;0,343;0,5049;0,2549;18,3585
;27/05/2016;2,1955;0,3429;0,5051;0,2551;18,3112
;28/05/2016;1,5595;0,3432;0,5055;0,2556;18,3113
;29/05/2016;0,1767;0,3439;0,5061;0,2561;18,345
Sottoarea_120;20/05/2016;4,3568;0,4552;0,5924;0,3509;16,4058
;21/05/2016;5,3112;0,4547;0,5921;0,3506;16,2928
;22/05/2016;2,0695;0,4555;0,5927;0,3513;16,3223
;23/05/2016;2,5654;0,456;0,5932;0,3519;16,333
;24/05/2016;4,1385;0,456;0,5935;0,3522;16,3351
;25/05/2016;5,0168;0,4556;0,5934;0,3521;16,3021
;26/05/2016;4,9935;0,4538;0,5909;0,3492;16,3021
;27/05/2016;4,4762;0,4526;0,5896;0,3477;16,1159
;28/05/2016;3,5973;0,4532;0,5902;0,3483;16,1382
;29/05/2016;2,0573;0,4541;0,5908;0,349;16,172
Sottoarea_121;20/05/2016;7,4472;0,4566;0,6122;0,3748;17,0108
;21/05/2016;3,8207;0,4544;0,6088;0,3706;16,7103
;22/05/2016;1,4729;0,4543;0,609;0,3708;16,6921
;23/05/2016;1,5392;0,4545;0,6094;0,3713;16,7038
;24/05/2016;5,3021;0,4547;0,6097;0,3718;16,6572
;25/05/2016;5,1235;0,4539;0,6092;0,3711;16,6006
;26/05/2016;6,0568;0,4517;0,6058;0,367;16,6006
;27/05/2016;6,8935;0,4524;0,6064;0,3678;16,6303
;28/05/2016;3,6472;0,4525;0,6068;0,3682;16,6378
;29/05/2016;0,9245;0,4527;0,6071;0,3686;16,6313
Sottoarea_122;20/05/2016;3,2213;0,2333;0,3199;0,1023;15,7885
;21/05/2016;1,9625;0,2324;0,3189;0,1017;15,7885
;22/05/2016;0,2702;0,2328;0,3192;0,1019;15,8168
;23/05/2016;1,2955;0,233;0,3195;0,1021;15,8171
;24/05/2016;2,7466;0,2331;0,3197;0,1022;15,8171
;25/05/2016;2,0485;0,2333;0,32;0,1024;15,8348
;26/05/2016;2,1857;0,2324;0,3187;0,1016;15,8348
;27/05/2016;3,1548;0,2325;0,3189;0,1017;15,8321
;28/05/2016;1,9771;0,2325;0,3191;0,1018;15,8119
;29/05/2016;0,2589;0,2329;0,3194;0,102;15,8461
Sottoarea_123;20/05/2016;1,9202;0,2614;0,3697;0,1367;15,6286
;21/05/2016;1,7797;0,2618;0,3701;0,137;15,6534
;22/05/2016;0,2696;0,2621;0,3704;0,1372;15,6649
;23/05/2016;1,4066;0,2621;0,3706;0,1374;15,6423
;24/05/2016;2,3127;0,2626;0,371;0,1376;15,6423
;25/05/2016;2,0519;0,2625;0,3711;0,1377;15,6065
;26/05/2016;3,968;0,2615;0,3699;0,1368;15,6065
;27/05/2016;1,9202;0,2613;0,3698;0,1368;15,6125
;28/05/2016;1,6694;0,2616;0,3702;0,137;15,6393
;29/05/2016;0,1368;0,2617;0,3704;0,1372;15,651
Sottoarea_124;20/05/2016;3,2829;0,3362;0,4539;0,206;15,4272
;21/05/2016;1,8608;0,3348;0,452;0,2043;15,4272
;22/05/2016;0,2973;0,3342;0,4515;0,2039;15,4253
;23/05/2016;1,7212;0,3348;0,452;0,2043;15,4549
;24/05/2016;3,2863;0,3353;0,4524;0,2046;15,4602
;25/05/2016;3,5548;0,3355;0,4527;0,205;15,4507
;26/05/2016;3,0122;0,3345;0,4517;0,204;15,4507
;27/05/2016;3,5891;0,3328;0,4488;0,2014;15,4401
;28/05/2016;2,1903;0,3302;0,4436;0,1968;15,4243
;29/05/2016;0,9224;0,3303;0,4439;0,197;15,4354
Sottoarea_125;20/05/2016;4,2283;0,3582;0,4746;0,2253;15,7387
;21/05/2016;2,4527;0,3574;0,4739;0,2245;15,6091
;22/05/2016;0,72;0,3573;0,474;0,2247;15,6008
;23/05/2016;2,1413;0,3574;0,4742;0,2249;15,5979
;24/05/2016;3,0922;0,3576;0,4746;0,2253;15,5863
;25/05/2016;4,1234;0,3579;0,475;0,2256;15,5943
;26/05/2016;4,0048;0,3562;0,4724;0,2232;15,5943
;27/05/2016;3,5508;0,3561;0,4725;0,2233;15,583
;28/05/2016;2,5165;0,3567;0,473;0,2237;15,6134
;29/05/2016;0,8162;0,3558;0,4721;0,2228;15,6179
Sottoarea_126;20/05/2016;3,6163;0,3493;0,4858;0,236;17,0835
;21/05/2016;2,0992;0,3487;0,4854;0,2356;17,0835
;22/05/2016;0,7167;0,3488;0,4857;0,2359;17,056
;23/05/2016;1,6733;0,3492;0,4861;0,2363;17,0551
;24/05/2016;2,3366;0,3494;0,4865;0,2367;17,0409
;25/05/2016;2,7815;0,3489;0,4863;0,2365;16,9505
;26/05/2016;3,7121;0,348;0,4855;0,2357;16,9505
;27/05/2016;3,7348;0,3486;0,486;0,2362;16,9803
;28/05/2016;1,8566;0,3482;0,4859;0,2361;16,9794
;29/05/2016;0,4698;0,3478;0,4857;0,2359;16,9735
Sottoarea_127;20/05/2016;3,0644;0,3921;0,5177;0,268;16,3415
;21/05/2016;2,4023;0,3895;0,5127;0,2629;16,3415
;22/05/2016;0,3497;0,3887;0,512;0,2622;16,2906
;23/05/2016;2,5664;0,3893;0,5125;0,2627;16,3051
;24/05/2016;2,7671;0,3899;0,513;0,2632;16,3229
;25/05/2016;3,4426;0,3898;0,5131;0,2633;16,326
;26/05/2016;3,4685;0,3881;0,5106;0,2607;16,326
;27/05/2016;3,6426;0,3884;0,511;0,2612;16,3452
;28/05/2016;1,9525;0,3878;0,5106;0,2607;16,3505
;29/05/2016;0,3069;0,3829;0,4953;0,2453;16,3246
Sottoarea_128;20/05/2016;0,6733;0,1554;0,2089;0,0436;14,3279
;21/05/2016;0,6262;0,1555;0,2091;0,0437;14,3279
;22/05/2016;0,1397;0,1552;0,2089;0,0436;14,3279
;23/05/2016;0,5887;0,1554;0,2091;0,0437;14,3279
;24/05/2016;0,8867;0,1556;0,2093;0,0438;14,3279
;25/05/2016;0,863;0,1552;0,2089;0,0436;14,2438
;26/05/2016;0,5855;0,1548;0,2086;0,0435;14,2438
;27/05/2016;0,3683;0,1551;0,2088;0,0436;14,2914
;28/05/2016;0,483;0,1551;0,2089;0,0437;14,3011
;29/05/2016;0,0995;0,1549;0,2088;0,0436;14,2449
Sottoarea_129;20/05/2016;3,9365;0,4654;0,7805;0,6091;16,4845
;21/05/2016;2,6973;0,4642;0,7798;0,6081;16,2898
;22/05/2016;0,5338;0,4634;0,7796;0,6078;16,1394
;23/05/2016;3,4243;0,4638;0,7803;0,6089;16,1446
;24/05/2016;3,4026;0,4645;0,7811;0,61;16,1559
;25/05/2016;3,5375;0,4646;0,7816;0,611;16,1485
;26/05/2016;3,3983;0,4631;0,7805;0,6091;16,1485
;27/05/2016;3,3272;0,464;0,7812;0,6103;16,1831
;28/05/2016;2,5998;0,4638;0,7816;0,611;16,1593
;29/05/2016;0,6745;0,4647;0,7824;0,6122;16,1921
Sottoarea_13;20/05/2016;6,3908;0,6218;0,8566;0,7337;17,0388
;21/05/2016;4,335;0,62;0,8547;0,7305;16,755
;22/05/2016;1,0143;0,6206;0,8554;0,7317;16,7716
;23/05/2016;2,4185;0,6214;0,8562;0,7331;16,791
;24/05/2016;6,9445;0,6222;0,857;0,7345;16,8074
;25/05/2016;5,0672;0,6226;0,8577;0,7356;16,813
;26/05/2016;7,6383;0,6198;0,8537;0,7288;16,813
;27/05/2016;6,9069;0,6209;0,8546;0,7303;16,8456
;28/05/2016;4,289;0,6212;0,8551;0,7312;16,8545
;29/05/2016;1,2559;0,6224;0,856;0,7327;16,8889
Sottoarea_130;20/05/2016;4,0376;0,3615;0,4819;0,2322;15,1726
;21/05/2016;2,9799;0,3607;0,4811;0,2315;15,0377
;22/05/2016;0,4196;0,3602;0,4809;0,2312;15,0065
;23/05/2016;2,1555;0,3609;0,4813;0,2317;15,0383
;24/05/2016;3,7543;0,3616;0,4818;0,2321;15,0678
;25/05/2016;3,3131;0,3619;0,4822;0,2325;15,0559
;26/05/2016;2,6198;0,3607;0,4808;0,2312;15,0559
;27/05/2016;3,5963;0,3607;0,4809;0,2313;15,045
;28/05/2016;2,6107;0,3612;0,4814;0,2318;15,0721
;29/05/2016;0,3419;0,3617;0,4818;0,2322;15,0945
Sottoarea_131;20/05/2016;5,233;0,4156;0,5579;0,3113;15,2954
;21/05/2016;5,5935;0,4128;0,5523;0,3051;15,2954
;22/05/2016;1,1355;0,4128;0,5526;0,3054;15,3009
;23/05/2016;3,1318;0,4134;0,5531;0,306;15,3237
;24/05/2016;5,8171;0,4137;0,5535;0,3064;15,3237
;25/05/2016;5,2124;0,4143;0,5541;0,307;15,3499
;26/05/2016;3,6695;0,4128;0,5523;0,305;15,3499
;27/05/2016;5,0775;0,4127;0,5524;0,3051;15,3291
;28/05/2016;5,5814;0,4109;0,55;0,3025;15,323
;29/05/2016;1,3206;0,405;0,5297;0,2806;15,2954
Sottoarea_132;20/05/2016;2,5697;0,2795;0,3643;0,1327;15,8962
;21/05/2016;2,233;0,2792;0,3642;0,1326;15,8962
;22/05/2016;0,7674;0,2792;0,3643;0,1327;15,8599
;23/05/2016;0,6839;0,2795;0,3646;0,1329;15,8665
;24/05/2016;2,166;0,2796;0,3648;0,1331;15,8552
;25/05/2016;2,5284;0,2799;0,3652;0,1333;15,862
;26/05/2016;2,4433;0,2795;0,3648;0,1331;15,862
;27/05/2016;2,1345;0,2796;0,3651;0,1333;15,8515
;28/05/2016;1,9017;0,2801;0,3654;0,1335;15,8765
;29/05/2016;0,6512;0,2799;0,3655;0,1336;15,8355
Sottoarea_133;20/05/2016;3,8187;0,3243;0,4426;0,1959;14,7268
;21/05/2016;1,8754;0,3233;0,4414;0,1948;14,7268
;22/05/2016;1,3083;0,3229;0,4412;0,1947;14,6464
;23/05/2016;1,6341;0,3234;0,4417;0,1951;14,6679
;24/05/2016;2,6293;0,3238;0,4421;0,1954;14,6759
;25/05/2016;3,6511;0,3242;0,4425;0,1958;14,6922
;26/05/2016;3,2981;0,323;0,441;0,1945;14,6922
;27/05/2016;3,5386;0,3225;0,4407;0,1942;14,6021
;28/05/2016;2,2822;0,323;0,4412;0,1946;14,6251
;29/05/2016;1,1097;0,3231;0,4414;0,1948;14,626
Sottoarea_134;20/05/2016;0,8738;0,1876;0,2751;0,0757;12,0163
;21/05/2016;1,0867;0,1878;0,2753;0,0758;12,0163
;22/05/2016;0,0837;0,1877;0,2754;0,0759;12,0163
;23/05/2016;0,576;0,1878;0,2756;0,076;12,0029
;24/05/2016;1,0498;0,1876;0,2756;0,0759;11,9575
;25/05/2016;0,9672;0,1875;0,2757;0,076;11,9575
;26/05/2016;1,0733;0,1872;0,2756;0,0759;11,9575
;27/05/2016;1,0183;0,1869;0,2754;0,0758;11,9575
;28/05/2016;1,1033;0,187;0,2756;0,0759;11,9575
;29/05/2016;0,0437;0,187;0,2757;0,076;11,9427
Sottoarea_135;20/05/2016;4,6468;0,4611;0,6735;0,4535;15,9474
;21/05/2016;4,2184;0,4602;0,6729;0,4528;15,7902
;22/05/2016;0,62;0,4605;0,6735;0,4536;15,7936
;23/05/2016;2,292;0,4607;0,674;0,4542;15,7882
;24/05/2016;3,4498;0,4613;0,6746;0,4551;15,7877
;25/05/2016;3,1561;0,4613;0,6749;0,4555;15,7699
;26/05/2016;4,1219;0,46;0,6738;0,454;15,7699
;27/05/2016;5,4997;0,4601;0,6742;0,4546;15,774
;28/05/2016;4,1649;0,4604;0,6748;0,4553;15,7866
;29/05/2016;0,5417;0,4612;0,6754;0,4562;15,8136
Sottoarea_136;20/05/2016;1,3016;0,2282;0,3901;0,1522;14,1124
;21/05/2016;1,1099;0,2284;0,3905;0,1525;14,1124
;22/05/2016;0,0556;0,2284;0,3907;0,1527;14,1124
;23/05/2016;0,8828;0,2288;0,3911;0,153;14,1124
;24/05/2016;0,6208;0,2292;0,3915;0,1533;14,1124
;25/05/2016;1,0717;0,2279;0,3901;0,1521;14,0751
;26/05/2016;2,1264;0,2275;0,39;0,1521;14,0751
;27/05/2016;1,3735;0,228;0,3904;0,1524;14,1079
;28/05/2016;1,0733;0,228;0,3906;0,1526;14,1079
;29/05/2016;0,0389;0,228;0,3909;0,1528;14,0857
Sottoarea_137;20/05/2016;2,3015;0,269;0,3602;0,1297;14,7735
;21/05/2016;1,9267;0,268;0,3589;0,1288;14,7735
;22/05/2016;0,4205;0,2684;0,3593;0,1291;14,7989
;23/05/2016;1,3367;0,2688;0,3596;0,1293;14,8199
;24/05/2016;2,1246;0,2693;0,36;0,1296;14,8461
;25/05/2016;1,6371;0,2694;0,3602;0,1297;14,8262
;26/05/2016;1,6967;0,2685;0,3592;0,129;14,8262
;27/05/2016;1,7172;0,2686;0,3594;0,1292;14,8407
;28/05/2016;1,4892;0,2685;0,3595;0,1293;14,8423
;29/05/2016;0,0667;0,2684;0,3596;0,1293;14,7961
Sottoarea_138;20/05/2016;1,956;0,2881;0,4093;0,1675;16,9639
;21/05/2016;2,0887;0,2872;0,4084;0,1668;16,9639
;22/05/2016;0,3364;0,2877;0,4088;0,1671;16,9906
;23/05/2016;1,0933;0,2882;0,4092;0,1675;17,0215
;24/05/2016;1,7266;0,2884;0,4096;0,1677;17,0215
;25/05/2016;1,7167;0,2883;0,4097;0,1678;16,977
;26/05/2016;1,9708;0,2872;0,4084;0,1668;16,977
;27/05/2016;2,0569;0,2852;0,4047;0,1637;16,9562
;28/05/2016;1,4677;0,2855;0,405;0,1641;16,9824
;29/05/2016;0,0133;0,2852;0,4049;0,164;16,9175
Sottoarea_139;20/05/2016;4,2597;0,4458;0,6206;0,3851;16,959
;21/05/2016;3,408;0,4458;0,6209;0,3855;16,8998
;22/05/2016;1,9575;0,4462;0,6214;0,3861;16,9117
;23/05/2016;1,6376;0,4469;0,622;0,3869;16,9394
;24/05/2016;3,1973;0,4475;0,6226;0,3876;16,9348
;25/05/2016;3,1339;0,448;0,6231;0,3883;16,9512
;26/05/2016;4,7276;0,4462;0,6209;0,3855;16,9512
;27/05/2016;2,743;0,4467;0,6214;0,3862;16,9742
;28/05/2016;4,8731;0,4469;0,6219;0,3867;16,9735
;29/05/2016;1,2864;0,4472;0,6223;0,3873;16,9764
Sottoarea_14;20/05/2016;2,2235;0,2376;0,3138;0,0985;14,4625
;21/05/2016;1,5137;0,2368;0,3127;0,0978;14,4625
;22/05/2016;0,0993;0,2371;0,313;0,098;14,4862
;23/05/2016;0,5551;0,2372;0,3132;0,0981;14,4741
;24/05/2016;1,4002;0,2374;0,3135;0,0983;14,4741
;25/05/2016;1,8889;0,2369;0,3129;0,0979;14,384
;26/05/2016;1,8908;0,2362;0,3122;0,0975;14,384
;27/05/2016;2,102;0,2366;0,3125;0,0977;14,4104
;28/05/2016;1,3267;0,2365;0,3126;0,0977;14,3819
;29/05/2016;0,2078;0,2367;0,3129;0,0979;14,3818
Sottoarea_140;20/05/2016;4,5636;0,6415;0,9671;0,9352;17,9395
;21/05/2016;4,9971;0,6396;0,9655;0,9321;17,6439
;22/05/2016;0,5183;0,6408;0,9664;0,934;17,678
;23/05/2016;2,6463;0,6408;0,9669;0,9349;17,6683
;24/05/2016;3,978;0,6419;0,9679;0,9368;17,6892
;25/05/2016;4,0617;0,6407;0,9673;0,9356;17,5942
;26/05/2016;5,1754;0,6385;0,9652;0,9316;17,5942
;27/05/2016;5,1701;0,6383;0,9655;0,9322;17,5485
;28/05/2016;4,3296;0,6386;0,9663;0,9336;17,5688
;29/05/2016;0,6432;0,6396;0,9672;0,9355;17,596
Sottoarea_141;20/05/2016;1,09;0,2257;0,3565;0,1271;15,1887
;21/05/2016;0,7756;0,2249;0,3558;0,1266;15,1887
;22/05/2016;0,6564;0,2237;0,3542;0,1255;15,1596
;23/05/2016;1,02;0,2236;0,3544;0,1256;15,1596
;24/05/2016;1,0667;0,224;0,3547;0,1258;15,1596
;25/05/2016;1,374;0,2242;0,355;0,126;15,1628
;26/05/2016;1,2331;0,2238;0,3549;0,126;15,1628
;27/05/2016;1,5287;0,2238;0,3551;0,1261;15,1692
;28/05/2016;0,6612;0,2222;0,3525;0,1242;15,1443
;29/05/2016;0,6564;0,2216;0,3522;0,124;15,0673
Sottoarea_142;20/05/2016;2,9238;0,3456;0,4727;0,2234;13,6326
;21/05/2016;2,7389;0,3455;0,4728;0,2235;13,5713
;22/05/2016;0,5939;0,3453;0,4728;0,2236;13,5539
;23/05/2016;2,4738;0,3458;0,4733;0,224;13,5722
;24/05/2016;2,5085;0,3464;0,4738;0,2245;13,5982
;25/05/2016;3,6024;0,3465;0,474;0,2247;13,5558
;26/05/2016;3,5728;0,3446;0,4711;0,222;13,5558
;27/05/2016;2,9177;0,345;0,4715;0,2224;13,5778
;28/05/2016;2,3641;0,345;0,4717;0,2225;13,5867
;29/05/2016;0,4356;0,3455;0,4722;0,2229;13,6104
Sottoarea_143;20/05/2016;1,1633;0,1426;0,2089;0,0436;9,8349
;21/05/2016;0,6819;0,1425;0,2089;0,0437;9,8147
;22/05/2016;0,0467;0,1426;0,2091;0,0437;9,8136
;23/05/2016;0,7531;0,1424;0,209;0,0437;9,7759
;24/05/2016;0,3539;0,1425;0,2092;0,0438;9,7759
;25/05/2016;0,9054;0,1427;0,2094;0,0438;9,793
;26/05/2016;0,9933;0,142;0,2083;0,0434;9,793
;27/05/2016;1,033;0,1416;0,2081;0,0433;9,7771
;28/05/2016;0,7705;0,1418;0,2082;0,0434;9,7857
;29/05/2016;0,06;0,1417;0,2083;0,0434;9,7658
Sottoarea_144;20/05/2016;4,8498;0,5973;0,8876;0,7879;15,5525
;21/05/2016;3,9815;0,5944;0,8838;0,781;15,5525
;22/05/2016;0,6044;0,5859;0,8575;0,7354;15,5253
;23/05/2016;2,9217;0,5866;0,8583;0,7367;15,5431
;24/05/2016;3,7374;0,5877;0,8592;0,7382;15,5626
;25/05/2016;6,4727;0,5871;0,8591;0,7381;15,549
;26/05/2016;5,6791;0,5845;0,8559;0,7326;15,549
;27/05/2016;5,447;0,5832;0,8549;0,7308;15,5522
;28/05/2016;2,5692;0,5834;0,8555;0,7319;15,5657
;29/05/2016;0,8968;0,581;0,8526;0,727;15,412
Sottoarea_145;20/05/2016;4,9578;0,5514;0,8288;0,6869;17,2206
;21/05/2016;3,3186;0,5487;0,8252;0,681;16,8538
;22/05/2016;0,6234;0,5476;0,8245;0,6798;16,8552
;23/05/2016;2,4576;0,5483;0,8253;0,6811;16,8737
;24/05/2016;4,0953;0,5492;0,8261;0,6825;16,8851
;25/05/2016;3,9782;0,5501;0,8269;0,6838;16,9156
;26/05/2016;5,0825;0,5493;0,8267;0,6834;16,9156
;27/05/2016;5,334;0,5491;0,827;0,6839;16,9282
;28/05/2016;2,3032;0,5474;0,8255;0,6815;16,9274
;29/05/2016;0,7745;0,5478;0,8262;0,6826;16,9388
Sottoarea_15;20/05/2016;1,6376;0,2236;0,4516;0,204;15,4191
;21/05/2016;0,5931;0,2235;0,4519;0,2042;15,4191
;22/05/2016;0,3807;0,2236;0,4523;0,2046;15,4191
;23/05/2016;2,35;0,2238;0,4527;0,205;15,4191
;24/05/2016;1,0856;0,2241;0,4532;0,2054;15,4191
;25/05/2016;1,3449;0,2239;0,4534;0,2055;15,4191
;26/05/2016;1,4911;0,2235;0,4534;0,2056;15,4191
;27/05/2016;2,5736;0,2238;0,4538;0,206;15,4459
;28/05/2016;0,56;0,2239;0,4542;0,2063;15,4459
;29/05/2016;0,0633;0,2239;0,4545;0,2066;15,4459
Sottoarea_16;20/05/2016;3,8162;0,409;0,5556;0,3086;15,2579
